"Item Code",Position,Description,Type,"Interval Months","Interval Hours","Interval Landings","Adjusted Interval","Part Number","Part Serial","Last Completed Date","Last Completed Hours","Last Completed Landings","Last Completed City","Due Next Date","Due Next Hours","Due Next Landings","Time Remaining","Hours Remaining","Landings Remaining",Status,"Status Note"
"723030	",E1**L,"2ND STAGE LP COMPRESSOR DISK",comp,,,10000,"5,350 ldgs (-4650)",3072396-1,2121121587,2012-02-20,0,4650,,,0,10000,,,"3,869 ldgs",Projected,
"723030	",E2**R,"2ND STAGE LP COMPRESSOR DISK",comp,,,10000,"5,485 ldgs (-4515)",3072396-1,212151452,2011-12-02,0,4515,,,0,10000,,,"3,869 ldgs",Projected,
"723040	",E1**L,"3RD STAGE LP COMPRESSOR DISK",comp,,,10000,"5,350 ldgs (-4650)",3072397-1,2121121607,2012-02-19,0,4650,,,0,10000,,,"3,869 ldgs",Projected,
"723040	",E2**R,"3RD STAGE LP COMPRESSOR DISK",comp,,,10000,"5,485 ldgs (-4515)",3072397-1,2121121665,2011-12-02,0,4515,,,0,10000,,,"3,869 ldgs",Projected,
"723060	",E1**L,"HIGH PRESSURE IMPELLER",comp,,,10000,"5,350 ldgs (-4650)",3073398-1,3-23365-1042,2012-02-21,0,4650,,,0,10000,,,"3,869 ldgs",Projected,
"725030	",E1**L,"3RD STAGE LP TURBINE DISK",comp,,,7000,"5,552 ldgs (-1448)",3074096-2,31217200546,2018-03-04,0,5931,,,0,10483,,,"4,352 ldgs",Projected,
"321045	",L,"MLG OLEO",comp,,,10000,"7,886 ldgs (-2114)",6241115-4,WTC113M2,2004-02-10,3402,3066,,,0,10952,,,"4,821 ldgs",Projected,
"321045	",R,"MLG OLEO",comp,,,10000,"7,886 ldgs (-2114)",6241115-4,WTC115M2,2004-02-10,3402,3066,,,0,10952,,,"4,821 ldgs",Projected,
"321003	",L,"FORWARD TRUNNION ATTACH PIN",comp,,,11400,,6241107-10,,1984-05-19,0,0,,,0,11400,,,"5,269 ldgs",Projected,
"321003	",R,"FORWARD TRUNNION ATTACH PIN",comp,,,11400,,6241107-9,,1984-05-19,0,0,,,0,11400,,,"5,269 ldgs",Projected,
"321004	",L,"AFT TRUNNION ATTACH PIN",comp,,,11400,,6241107-9,,1984-05-19,0,0,,,0,11400,,,"5,269 ldgs",Projected,
"321025	",L,"LOCKING SIDEBRACE SUPPORT FITTING",comp,,,11800,,6221425-1,,1984-05-19,0,0,,,0,11800,,,"5,669 ldgs",Projected,
"321025	",R,"LOCKING SIDEBRACE SUPPORT FITTING",comp,,,11800,,6221425-2,,1984-05-19,0,0,,,0,11800,,,"5,669 ldgs",Projected,
"725010	",E2**R,"1ST STAGE LP TURBINE DISK",comp,,,10000,"7,402 ldgs (-2598)",3074076-2,403229369,2011-12-06,0,4515,,,0,11917,,,"5,786 ldgs",Projected,
"725140	",E2**R,"HIGH PRESSURE ROTOR SEAL PLATE",comp,,,10000,"8,647 ldgs (-1353)",3074211-1,403160113,2005-04-04,0,3270,,,0,11917,,,"5,786 ldgs",Projected,
"725010	",E1**L,"1ST STAGE LP TURBINE DISK",comp,,,10000,"7,275 ldgs (-2725)",3074076-2,403229433,2012-02-16,0,4650,,,0,11925,,,"5,794 ldgs",Projected,
"725020	",E1**L,"2ND STAGE LP TURBINE DISK",comp,,,10000,"7,275 ldgs (-2725)",3074077-1,403229406,2012-02-16,0,4650,,,0,11925,,,"5,794 ldgs",Projected,
"725140	",E1**L,"HIGH PRESSURE ROTOR SEAL PLATE",comp,,,10000,"8,501 ldgs (-1499)",3074211-1,3031601872,2005-04-04,0,3424,,,0,11925,,,"5,794 ldgs",Projected,
"725170	",E1**L,"1ST STAGE LPT ROTATING SEAL PLATE",comp,,,10000,"8,501 ldgs (-1499)",3073735-1,4032291687,2005-04-04,0,3424,,,0,11925,,,"5,794 ldgs",Projected,
"321030	",L,"MLG TRUNNION",comp,,,12000,,6241101-3,,1984-05-19,0,0,,,0,12000,,,"5,869 ldgs",Projected,
"321030	",R,"MLG TRUNNION",comp,,,12000,,6241101-4,,1984-05-19,0,0,,,0,12000,,,"5,869 ldgs",Projected,
"725130	",E1**L,"HIGH PRESSURE SHOULDERED SHAFT",comp,,,12000,"9,094 ldgs (-2906)",3072545-1,3P23838,2002-12-20,0,2906,,,0,12000,,,"5,869 ldgs",Projected,
"725130	",E2**R,"HIGH PRESSURE SHOULDERED SHAFT",comp,,,12000,"9,187 ldgs (-2813)",3072545-1,3P23837,2002-12-21,0,2813,,,0,12000,,,"5,869 ldgs",Projected,
"725020	",E2**R,"2ND STAGE LP TURBINE DISK",comp,,,10000,"7,486 ldgs (-2514)",3074077-1,960322904435,2011-12-07,0,4515,,,0,12001,,,"5,870 ldgs",Projected,
"051245	",,"INSPECTION DOCUMENT 45",insp,,,6000,,,,,0,6009,,,0,12009,,,"5,878 ldgs",Projected,
"323015	",,"NOSE GEAR ACTUATOR",comp,,,12000,"6,901 ldgs (-5099)",1524700-1,45B,2013-12-20,6515,5134,,,0,12035,,,"5,904 ldgs",Projected,
"321050	",L,"MLG TRAILING LINK & AXLE",comp,,,15600,"6,163 ldgs (-9437)",6241118-4,MJ13363,,0,6009,,,0,12172,,,"6,041 ldgs",Projected,
"321050	",R,"MLG TRAILING LINK & AXLE",comp,,,15600,"6,163 ldgs (-9437)",6241118-4,MJ13362,,0,6009,,,0,12172,,,"6,041 ldgs",Projected,
"723010	",E2**R,"FAN ROTOR DISK",comp,,,10000,"8,298 ldgs (-1702)",3073602-1,10322905857,2011-12-08,0,4515,,,0,12813,,,"6,682 ldgs",Projected,
"723010	",E1**L,"FAN ROTOR DISK",comp,,,10000,"8,256 ldgs (-1744)",3073602-1,10322907587,2012-02-22,0,4650,,,0,12906,,,"6,775 ldgs",Projected,
"711000	",L,"FORWARD ENGINE MOUNT",comp,,21000,,,6251100-7,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711000	",R,"FORWARD ENGINE MOUNT",comp,,21000,,,6251100-7,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711007	",L,"FORWARD ENGINE MOUNT BEAM BOLTS",comp,,21000,,,NAS6706HU18,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711007	",R,"FORWARD ENGINE MOUNT BEAM BOLTS",comp,,21000,,,NAS6706HU18,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711008	",L,"FORWARD CENTER MOUNT BEAM BOLTS",comp,,21000,,,NAS6706HU12,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711008	",R,"FORWARD CENTER MOUNT BEAM BOLTS",comp,,21000,,,NAS6706HU12,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711009	",L,"LOWER AFT MOUNT BEAM ATTACH BOLTS",comp,,21000,,,NAS6708DU27,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711009	",R,"LOWER AFT MOUNT BEAM ATTACH BOLTS",comp,,21000,,,NAS6708DU27,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711009	",L,"UPPER AFT MOUNT BEAM ATTACH BOLTS",comp,,21000,,,NAS6708DU27,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711009	",R,"UPPER AFT MOUNT BEAM ATTACH BOLTS",comp,,21000,,,NAS6708DU27,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711010	",L,"AFT MOUNT TO ENGINE ATTACH BOLT",comp,,21000,,,NAS6705DU10,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711010	",R,"AFT MOUNT TO ENGINE ATTACH BOLT",comp,,21000,,,NAS6705DU10,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711015	",L,"AFT ENGINE MOUNT",comp,,21000,,,6251200-5,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"711015	",R,"AFT ENGINE MOUNT",comp,,21000,,,6251200-5,,1984-05-19,0,0,,,21000,0,,"12,814 hrs",,Projected,
"725040	",E2**R,"HIGH PRESSURE TURBINE DISK",comp,,,10000,"8,755 ldgs (-1245)",3075227-1,41217200778,2011-12-08,0,4515,,,0,13270,,,"7,139 ldgs",Projected,
"725040	",E1**L,"HIGH PRESSURE TURBINE DISK",comp,,,10000,"8,774 ldgs (-1226)",3075227-1,41217200759,2012-02-16,0,4650,,,0,13424,,,"7,293 ldgs",Projected,
"491010	",,"TURBINE ROTOR",comp,,,9000,"8,997 ldgs (-3)",167222-1,V58H435Z,2006-02-01,1635,2704,,,0,11701,,,"7,735 c",Projected,
"723060	",E2**R,"HIGH PRESSURE IMPELLER",comp,,,10000,,3075765-1,10-18244902030,2011-12-01,0,4515,,,0,14515,,,"8,384 ldgs",Projected,
"725170	",E2**R,"1ST STAGE LPT ROTATING SEAL PLATE",comp,,,10000,,3073735-1,70322903285,2011-12-07,0,4515,,,0,14515,,,"8,384 ldgs",Projected,
"323020	",L,"NLG TRUNNION SUPPORT FITTING",comp,,,14900,,6213124-3,,1984-05-19,0,0,,,0,14900,,,"8,769 ldgs",Projected,
"323020	",R,"NLG TRUNNION SUPPORT FITTING",comp,,,14900,,6213124-3,,1984-05-19,0,0,,,0,14900,,,"8,769 ldgs",Projected,
"321004	",R,"AFT TRUNNION ATTACH PIN",comp,,,11400,,6241107-12,,2005-12-21,4342,3707,,,0,15107,,,"8,976 ldgs",Projected,
"321001	",L,"FORWARD TRUNNION ATTACH BEARING",comp,,,15400,,6222303-11,,1984-05-19,0,0,,,0,15400,,,"9,269 ldgs",Projected,
"321001	",R,"FORWARD TRUNNION ATTACH BEARING",comp,,,15400,,6222303-12,,1984-05-19,0,0,,,0,15400,,,"9,269 ldgs",Projected,
"321002	",L,"AFT TRUNNION ATTACH BEARING",comp,,,15400,,6222303-9,,1984-05-19,0,0,,,0,15400,,,"9,269 ldgs",Projected,
"321002	",R,"AFT TRUNNION ATTACH BEARING",comp,,,15400,,6222303-10,,1984-05-19,0,0,,,0,15400,,,"9,269 ldgs",Projected,
"321013	",L,"AFT LOCKING SIDEBRACE ATTACH BOLTS",comp,,,15400,,NAS464P12-30,,1984-05-19,0,0,,,0,15400,,,"9,269 ldgs",Projected,
"321013	",R,"AFT LOCKING SIDEBRACE ATTACH BOLTS",comp,,,15400,,NAS464P12-30,,1984-05-19,0,0,,,0,15400,,,"9,269 ldgs",Projected,
"321014	",L,"FORWARD LOCKING SIDEBRACE ATTACH BOLTS",comp,,,15400,,NAS464P12-33,,1984-05-19,0,0,,,0,15400,,,"9,269 ldgs",Projected,
"321014	",R,"FORWARD LOCKING SIDEBRACE ATTACH BOLTS",comp,,,15400,,NAS464P12-33,,1984-05-19,0,0,,,0,15400,,,"9,269 ldgs",Projected,
"321005	",L,"MLG LOCKING SIDEBRACE",comp,,,15400,,1525500-5,1575,2001-11-13,3048,2798,,,0,18198,,,"12,067 ldgs",Projected,
"321005	",R,"MLG LOCKING SIDEBRACE",comp,,,15400,,1525500-5,1186,2001-11-13,3048,2798,,,0,18198,,,"12,067 ldgs",Projected,
"723050	",E2**R,"4TH STAGE LP COMPRESSOR DISK",comp,,,20000,"17,402 ldgs (-2598)",3075326-3,3035012635,2011-12-02,0,4515,,,0,21917,,,"15,786 ldgs",Projected,
"723050	",E1**L,"4TH STAGE LP COMPRESSOR DISK",comp,,,20000,"17,275 ldgs (-2725)",3075326-3,403501315,2012-02-19,0,4650,,,0,21925,,,"15,794 ldgs",Projected,
"323010	",,"NOSE LANDING GEAR",comp,,,22000,,6242010-3,,1984-05-19,0,0,,,0,22000,,,"15,869 ldgs",Projected,
"321010	",L,"MLG ACTUATOR",comp,,,22300,,1525700-3,,1984-05-19,0,0,,,0,22300,,,"16,169 ldgs",Projected,
"491020	",,"COMPRESSOR ROTOR",comp,,6000,,"-3 ldgs (-3)",4502893,V42C6696,2006-02-01,1635,2704,,,0,20701,,,"16,735 c",Projected,
"321010	",R,"MLG ACTUATOR",comp,,,22300,,1525700-3,980,2006-07-19,4564,3872,,,0,26172,,,"20,041 ldgs",Projected,
"321060	",L,"MLG ACTUATOR ATTACH FITTING",comp,,,45800,,6222345-21,,1984-05-19,0,0,,,0,45800,,,"39,669 ldgs",Projected,
"321060	",R,"MLG ACTUATOR ATTACH FITTING",comp,,,45800,,6222345-22,,1984-05-19,0,0,,,0,45800,,,"39,669 ldgs",Projected,
"11SB-05	",,"FUSELAGE TANK VALVE MANUAL OVERRIDE PLACARD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"11SB-06	",,"BALLAST FUEL PLACARD INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"11SB-09	",,"PITOT STATIC DRAIN PLACARD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"11SB-12	",,"ITALIAN INTERIOR PLACARD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"11SB-12 R1	",,"ITALIAN INTERIOR PLACARD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"11SB-13	",,"TV MONITOR PLACARD INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"11SL-01	",,"FUEL & ANTI-ICE PLACARD INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"11SL-02	",,"WATER BARRIER PLACARD INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"11SL-03	",,"SPOILER & SPEEDBRAKE PLACARD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"11SL-05	",,"STANDBY AIRSPEED INDICATOR PLACARD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21CIL-01	",,"COMPRESSOR MOTOR BRUSH LIFE LIMIT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21CIL-02	",,"ENVIRONMENTAL HOUR METER INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-14	",,"COCKPIT & CABIN OVERHEAD DUCT REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-17 R1	",,"MUFFLER INSTALL IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-22 R1	",,"WEMAC BOOST INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-22 R2	",,"WEMAC BOOST INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-23	",,"CABIN SIDEWALL DUCT MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-25 R1	",,"ECU HYDRAULIC FAN LINE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-28	",,"ECU FLOW REGULATING & SHUTOFF VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-29	",,"FLOOD COOLING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-29 R1	",,"FLOOD COOLING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-29 R2	",,"FLOOD COOLING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-29 R3	",,"FLOOD COOLING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-29 R4	",,"FLOOD COOLING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-29 R5	",,"FLOOD COOLING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-30	",,"FLOOD COOLING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-30 R1	",,"FLOOD COOLING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-30 R2	",,"FLOOD COOLING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-30 R3	",,"FLOOD COOLING INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-31	",,"HYDRAULIC FAN HOSE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-33	",,"CABIN TEMPERATURE SENSOR MOTOR",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-33 R1	",,"CABIN TEMPERATURE SENSOR MOTOR",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-34	",,"ECU ASPIRATOR HOSE INSPECT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-35	",,"COCKPIT & CABIN TEMPERATURE SENSOR",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-35 R1	",,"COCKPIT & CABIN TEMPERATURE SENSOR",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-36	",,"TAILCONE AIR DISTRIBUTION MUFFLER",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-37	",,"FORWARD EVAPORATOR MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-40	",,"DUCT TEMPERATURE SENSOR REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-41	",,"CABIN TEMPERATURE CONTROLLER MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-42 R1	",,"AUXILIARY HEATER OVERHEAT SWITCH",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-42 R1	",,"AUXILIARY HEATER OVERHEAT SWITCH",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-44	",,"WEMAC BLOWER DRAIN INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-44 R1	",,"WEMAC BLOWER DRAIN INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SB-45	",,"CABIN ALTITUDE BAROMETRIC SWITCH IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SL-02 R1	",,"AIR CYCLE MACHINE SERVICE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SL-03	",,"AIR CYCLE MACHINE MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SL-03 R1	",,"AIR CYCLE MACHINE MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SL-04	",,PRE-PRESSURIZATION,sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SL-05	",,"ECU OVERTEMPERATURE SWITCH",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SL-08	",,"SUNDSTRAND ECU ANTI-ICE VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SL-09	",,"CONNECTOR INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"21SL-10	",,"XMIT AIRBORNE MEMO 52",sbsl,,,,,,,,0,0,,,0,0,,,,,
"22SB-01 R1	",,"AUTOPILOT COMPUTER REPLACE",sbsl,,,,,SB650-22-01,,,0,0,,,0,0,,,,,
"22SB-01 R2	",,"AUTOPILOT COMPUTER REPLACE",sbsl,,,,,SB650-22-01,,,0,0,,,0,0,,,,,
"22SB-01 R3	",,"AUTOPILOT COMPUTER REPLACE",sbsl,,,,,SB650-22-01,,,0,0,,,0,0,,,,,
"22SB-03	",,"AUTOPILOT MACH HOLD WIRING IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"22SB-04	",,"AUTOPILOT OVERSPEED IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"22SB-04 R1	",,"AUTOPILOT OVERSPEED IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-01 R2	",,"STATIC BONDING IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-02	",,"PASSENGER BRIEFING SPEAKER RELOCATE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-04	",,"FAIRCHILD GA100 CVR INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-04 R1	",,"FAIRCHILD GA100 CVR INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-05	",,"SECOND HF INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-06 R1	",,"CVR CIRCUIT BREAKER BUSSING MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-06 R2	",,"CVR CIRCUIT BREAKER BUSSING MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-06 R2	",,"CVR CIRCUIT BREAKER BUSSING MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-08	",,"HONEYWELL EFIS SYMBOL GENERATOR",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-08 R1	",,"HONEYWELL EFIS SYMBOL GENERATOR",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-09	",,"PRIMUS II SIMULCOM WIRING",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-10	",,"CABIN PASSENGER ADDRESS MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-10 R1	",,"CABIN PASSENGER ADDRESS MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-11	",,"FLITEFONE IV ANTENNA CABLE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-11 R1	",,"FLITEFONE IV ANTENNA CABLE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-13	",,"PRIMUS II TRANSPONDER REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-14	",,"VHF-22A COMMUNICATION TRANSCEIVER CHANGE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-16	",,"HONEYWELL 8.33 KHZ COMM RADIO INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-17	",,"COLLINS 8.33 KHZ COMM RADIO INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-17 R1	",,"COLLINS 8.33 KHZ COMM RADIO INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-18	",,"VLF NOISE FILTER CAPACITOR REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-18 R1	",,"VLF NOISE FILTER CAPACITOR REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-19	",,"RNZ-850 NAVIGATION RADIO UPGRADE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-19 R1	",,"RNZ-850 NAVIGATION RADIO UPGRADE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-20	",,"RADIO MANAGEMENT UNIT INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-20 R1	",,"RADIO MANAGEMENT UNIT INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SB-20 R2	",,"RADIO MANAGEMENT UNIT INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-05	",,"XMIT FAIRCHILD CVR SBS GACVR-005 & 006",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-06	",,"HF RADIO CHANNEL FREQUENCY CHANGE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-07	",,"XMIT FAIRCHILD SB",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-08	",,"SUNDSTRAND CVR MAINTENANCE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-09	",,"CVR RELIABILITY IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-10	",,"XMIT SUNDSTRAND CVR SB",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-11	",,"XMIT SUNDSTRAND CVR SB 23",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-11 R1	",,"XMIT SUNDSTRAND CVR SB 23",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-12	",,"XMIT SUNDSTRAND CVR SB 25",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-13	",,"XMIT LORAL SB GACVR-010",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-14	",,"XMIT LORAL SB CRV163 & CVR164",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-15	",,"XMIT LOCKHEED SBA200S",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-17	",,"XMIT AIRSHOW SB 920720-1",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-18	",,"XMIT ROSEN SB 02-001",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-19	",,"AIRSHOW RELIABILITY IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-19 R1	",,"AIRSHOW RELIABILITY IMPROVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"23SL-20	",,"XMIT HONEYWELL SIL D2010050000001",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24ASL-07	",,"AC POWER INVERTER FAILURE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-04	",,"DUAL 44AH BATTERY INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-04 R1	",,"DUAL 44AH BATTERY INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-04 R2	",,"DUAL 44AH BATTERY INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-04 R3	",,"DUAL 44AH BATTERY INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-07	",,"FUEL QUANTITY CONNECTOR WIRING",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-12 R1	",,"2ND 40 AH BATTERY INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-12 R2	",,"2ND 40 AH BATTERY INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-12 R3	",,"2ND 40 AH BATTERY INSTALL",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-13 R1	",,"BATTERY & EXTERNAL POWER RELAY MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-13 R2	",,"BATTERY & EXTERNAL POWER RELAY MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-13 R3	",,"BATTERY & EXTERNAL POWER RELAY MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-16 R1	",,"GROUND POWER UNIT BATTERY CHARGING",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-18	",,"40 AMPERE-HOUR BATTERY INSTALL CONVERT",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-21	",,"STATIC INVERTER REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-24	",,"LEFT CIRCUIT BREAKER PANEL MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-25 R1	",,"COCKPIT LH SIDE CONSOLE PCB RELOCATE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-26	",,"APU J-BOX MOUNT MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-28	",,"PCB 6218410-8 MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-28 R1	",,"PCB 6218410-8 MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-28 R2	",,"PCB 6218410-8 MOD",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-29 R1	",,"NLG & MLG WHEEL WELL WIRE BUNDLE REPLACE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-30	",,"FIREWALL HYDRAULIC SHUTOFF VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-30 R1	",,"FIREWALL HYDRAULIC SHUTOFF VALVE",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-31 R1	",,"INTERIOR MASTER LOAD SHED SWITCH",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-31 R2	",,"INTERIOR MASTER LOAD SHED SWITCH",sbsl,,,,,,,,0,0,,,0,0,,,,,
"24SB-34	",,"MAIN J-BOX CURRENT SENSOR RELOCATE",sbsl,,,,,,,,0,0,,,0,0,,,,,
